NCX_E50	NCX_E70	NCX_E80	NCX_E90	NCX_E120	NCX_0M	NCX_3M	NCX_12M	NCX_48M	HP_E50	HP_E70	HP_E80	HP_E90	HP_E120	HP_0M	HP_3M	HP_12M	HP_48M	AM_E50	AM_E70	AM_E80	AM_E90	AM_E120	AM_0M	AM_3M	AM_12M	AM_48M	BG_E50	BG_E70	BG_E80	BG_E90	BG_E120	BG_0M	BG_3M	BG_12M	BG_48M	TH_E70	TH_E80	TH_E90	TH_E120
CD9	TRAK2	LOC709192	HNRNPA2B1	OLA1	POMP	PIGG	ELOVL4	BRS3	ALDH5A1	LOC715666	FAM196A	LOC721965	ADRA1A	ETNK1	UBE4B	CNTN4	TK2	KLHL36	LOC714631	FANCE	ARID3A	CHCHD6	DENND1B	TFPI2	NGLY1	NCOA5	USP53	ZBTB49	BOLA3	LELP1	NHLRC1	HSPA9	PSME1	LOC714615	LOC723075	EPS15L1	HSP90B1	LOC694310	LOC722104
PPP1R12C	HPCA	CCDC134	GPD1	DRD5	SETD2	RPE65	NOL10	LOC708104	SFT2D2	NAAA	CASP9	IPPK	DKK3	TMEM45B	C1S	ZDHHC13	LOC719568	GPC4	LOC714974	SYCP1	LOC100429508	LOC100427765	LOC704505	LOC712830	SYT4	KCTD3	LOC710837	PLCG1	RAB32	ADAMTS2	LOC710120	SNX10	LETM1	STEAP1	RPS13	LOC716399	TAX1BP1	ZRANB3	LOC718467
LOC712579	SLC22A17	CFL1	RAB5A	PHF23	GPC3	TCTA	MZT2B	LRRFIP2	CD53	COBRA1	TMC5	MSR1	LOC717808	EMD	GJA1	C2H3orf58	CHMP1B	MMD	LPHN1	HIST2H2AC	LOC700147	ZNHIT1	PYGB	LOC707684	GAN	DAPK3	UBTF	IFNAR1	PDE4D	GTF2H2	BVES	CAMK1	PIM3	ETNK1	IL27RA	HN1	C8orf34	LOC716833	LOC718148
ALDH2	ARRB1	ABCB1	CNTLN	ARGLU1	MARK3	LOC720986	LOC712303	NPEPPS	ZNF613	LOC712061	GPHN	LOC717648	TDG	LOC706617	ZNF395	MYOT	LOC696549	RBM22	LOC698144	JUP	UNC45B	CLNS1A	EMG1	SACS	MB21D2	UBL4A	TOMM20	NYNRIN	TRMT13	SEC63	AP4M1	REXO2	PIGB	CCDC134	LOC100425518	PRKAB1	EIF4H	LOC100427527	LOC696943
LOC706461	LOC718857	LOC713868	CHST9	PECR	NPRL3	EEPD1	LOC709988	ZKSCAN5	BBS7	CWF19L1	MORC4	TRMU	LOC705976	LOC697171	ZNF407	CIZ1	STAT3	LOC718223	XPOT	LOC715338	ABCA3	DGKH	ZDHHC3	FLOT2	RTN4R	GLUL	GLT8D2	LOC699757	GALR1	LOC693492	C10orf72	GIPC1	LOC698984	EIF2S2	MLF2	MMP24	SMEK2	LRRC59	NOL9
KCNK1	GGA1	BAIAP2L1	LOC716117	IDE	SMAD6	MYH3	CIAPIN1	KDELC1	DNPEP	PSMB10	PARP8	WDR44	POM121	FBXL18	SERINC3	C14H11orf49	PTPRN	ZFAND1	MICAL1	ALG2	CMTM5	SETD7	LOC695826	SAP30L	LOC718937	LOC694125	ABHD12	RPS6KA4	ZBTB25	LOC700406	LOC718481	AATF	LOC701522	DAPK2	GNAS	TSACC	NTRK1	LOC100425879	L2HGDH
SPATA22	PTGS1	KLK15	KLHDC2	MLX	LOC710527	LOC695933	CHCHD5	NPTX2	TPRG1L	ZNF74	DLD	C2CD2L	LOC707845	ANO6	HIST1H2AK	ATG3	PDP2	CCL3	FAM168B	LOC693974	MOCS3	RPS6	SNAPC4	LOC706346	LOC709454	CBFB	MPHOSPH6	CCDC174	ZNF467	SELE	KCNT2	LOC707010	DNAJC19	ANXA2	REXO1	SGSM2	LOC710120	ALPL	AS3MT
B4GALNT1	CCL25	LOC718143	SNX30	LOC703159	BROX	ATP6V1H	BLOC1S2	LOC716305	INPPL1	FAM71F1	DLX1	ARHGEF17	REPIN1	GART	LOC100429973	NGFR	LRRK2	SORD	GRASP	ARSI	FBP1	CCDC91	KIF3C	IRF3	ZNF668	CPSF4	GNL3	CMC1	ALDH1B1	SHCBP1	UPP1	LOC703843	LOC719564	CCDC17	LOC717212	RASA3	TBK1	LOC708982	ATP6V1G1
THAP6	NOX1	LOC712547	MOSC2	NFKB1	YIPF3	VPS41	MRPL3	PTHLH	C14H11orf58	PBRM1	ZFPM1	CNR1	SORT1	ALG3	MYST3	LOC695608	DFNB31	CAPN10	ELP3	LOC697095	OLFM4	PPP1R12C	LOC722205	LGALS7	MYD88	RAB24	PIK3C2G	LOC100430175	TMBIM6	PPM1D	VSTM2L	USP7	CD300E	SLC30A7	AHCY	SAMHD1	NOV	TOPBP1	ST3GAL2
GOSR2	LOC722120	MEOX2	ZCRB1	LOC693729	LOC719141	BCL3	RPF1	FUBP1	LOC698068	RELB	LOC699396	LOC697227	GLT8D1	LOC716766	SH3BP1	LOC704169	ARAP1	LSS	PERP	SAAL1	OXGR1	TSEN54	NMRAL1	RAB8B	ZAP70	LOC100430130	TGFBR2	LOC704832	LOC693620	MOSC1	KIF3B	AFTPH	HEXB	HGF	ARHGEF5	PTGS2	STOX1	CC2D1A	GPX4
GMPS	LOC717546	FUT5	SMTNL1	LOC703821	LOC720018	FOS	EDEM1	PDGFD	LOC714529	LOC699757	LOC716453	LOC712230	ACSS1	CSTF2	MAMLD1	SLC5A7	TACC2	SSR1	LOC694310	VIPAS39	METTL7B	SLC25A27	PML	PKD1	LOC100429613	PLD3	MYO5C	LOC709589	GBP2	LGALS3BP	PMM2	LOC712845	ARHGAP5	SOCS2	P4HA1	LOC717531	LOC703721	ZBTB11	ART5
WBP4	LOC100429973	LOC719213	CASP8	LOC708235	LOC100425067	EFCAB7	LOC701147	LOC719969	PRADC1	TET2	ZNF148	LOC718376	ISLR2	PTPN9	TAX1BP3	CLNS1A	LOC712088	MRPS27	BHLHE40	LOC716860	CA3	ZNF345	HCFC2	EFS	RAB11B	LOC693342	IRF6	RNF7	EPHA6	PLA2G12A	PQBP1	LOC100427654	WTAP	BTN3A3	FAM116B	MYL2	CLDN2	LOC707467	DNAJC4
RINT1	TMEM62	KLC3	ATP2A3	CDC37L1	EXT2	LOC707785	RNF26	TICRR	GLYR1	ACD	DPM3	PHACTR2	FGF13	LOC711857	PTPN23	NEUROD2	FARP1	LOC708688	RAB3GAP1	PCDH15	SLC9A3R1	ABHD4	IFI35	TIPARP	FSIP1	LOC710668	LOC717117	TM6SF2	CYP4F12	LOC696006	LOC693729	LOC706982	LEMD3	GABRA1	SYNGR1	LOC716586	KERA	CCNH	DUSP23
VPS4B	LOC716520	LOC713616	PHYHIP	C8H8orf4	LOC713524	IGF2BP1	LOC706125	LOC100426334	CYP2R1	TMEM9	ARHGAP31	RRP1B	LOC721772	LOC697032	SEC16B	CLDN12	NEK1	SYPL1	ST3GAL4	SOCS2	SYNPO	LOC693900	CASP8	TBC1D2B	TP53BP1	LRRTM2	LOC718490	UBXN6	STON2	ATG2A	ATXN1L	EPM2AIP1	XPA	LOC703827	LOC100426724	EFHD1	SPTBN4	THSD1	PNMA2
LOC702305	LOC699435	LOC699104	LOC710188	ZNF514	NR6A1	LOC721685	ZNF593	FUBP3	IL34	TTLL10	NAP1L1	DEPDC5	ALKBH7	LONP1	IRS2	LOC712994	PLK3	TTC13	NPPC	TRPC4AP	SHFM1	XPC	MAP7D1	KCNK17	LOC717690	SPTB	ARHGAP25	LOC701314	ABTB2	CCDC17	SSR3	LOC100428162	SLC45A3	CNGA3	CC2D1A	GUK1	NDUFB2	SYT9	STC2
ZNF692	HTRA3	NIPSNAP3B	BCL9	POLQ	LOC718169	DAO	TTC8	LOC699915	RPL31	BAAT	WDFY3	LOC100426484	THAP8	PPP1R18	EIF2S1	FAM76A	ID1	RAI1	SLC2A5	ZNF546	LOC709616	NPAS1	AK1	MVK	C6orf192	TRUB2	TENC1	LOC716604	KIF9	ATP6V1G2	DSC2	NFRKB	DPH5	ZNF275	ADPRH	IL20RA	DIP2A	LOC701214	RBM33
TMEM50B	SIGLEC5	KIF3B	GTF2A2	CHI3L2	LOC100426429	RAD9A	TGFA	LOC709929	COX7AH	NCSTN	PREPL	ART3	LOC717462	DET1	TSFM	EIF2S2	LOC721528	C7orf36	EARS2	PAGE4	LOC722372	ESYT1	AQP4	HSPA8	SMARCA1	MAB21L1	LOC712088	LOC706468	MYF5	TNFSF4	THTPA	LOC100424959	FRZB	WDR67	TGFBRAP1	NPSR1	EIF4A2	TRIM50	BAZ2A
UFD1L	SLC17A8	C3H21orf62	OXGR1	NGLY1	MLEC	TMEM59	PIK3C3	CPXM1	UBR5	LOC100424434	GALR1	LOC720298	IFIH1	LOC717082	HIATL1	HIST1H2BO	ZDHHC4	SLC38A10	RBM38	F2RL2	LOC100428589	KSR1	F7	PIN4	TRIP12	LOC699426	ERRFI1	ELP4	LOC701494	LOC711963	LOC715092	LOC717555	IMPAD1	CCAR1	RSG1	LOC699481	TXNL4B	PRLR	FTSJD2
CORO7	HIPK3	NCOA4	MYCBPAP	MYCBP2	LOC701512	RRP1B	LOC100426338	TMEM184B	UQCRQ	MED16	ZNF449	IL15RA	LOC718355	GNG10	LOC713530	LOC712442	RMND1	FRAT2	AKAP11	TYK2	OTUB1	LOC714602	PDP1	NUCKS1	ARHGEF10L	LOC719891	GDF10	PELI3	KRT1	KLHL13	LOC721737	HIVEP1	EPN1	ARF6	LOC100424198	PPT1	CASP3	KCMF1	RNASET2
LOC100430640	ZNF431	LOC100430373	SLC4A5	ZMYND11	GAS6	LOC708973	NUDT9	CWC15	VRK2	LOC696673	TXNL4B	JAK2	LOC717813	LOC710742	XPC	NOVA1	THOC6	STAT3	RHCE	RAB17	LOC704870	CENPL	NPEPPS	WHSC1L1	LMAN2L	PDIA6	MYL6	USP19	MFRP	CYP7A1	CLEC18A	LOC714892	ALDH2	PLD6	HEATR2	BTC	LOC100429852	CRLF1	UBA7
LOC100423096	LOC706441	OSBPL10	TLR5	LOC722223	PITPNA	PDE5A	REV1	PEBP1	GPATCH2	LOC697905	KCNJ15	WNT16	LEPR	CNGA3	FBXW11	EDN3	ZNF827	LOC715758	LOC100425947	RSRC1	SLC22A15	PLCB2	ADORA1	LOC100428617	ROCK2	LOC711043	LOC100428076	OGT	CMAS	RNF14	LRMP	TP63	FBP2	KLHL28	TRAPPC3	FAM193B	RSG1	LOC703116	MAN1A1
IL1B	ZNF862	OXA1L	LOC703721	STX12	LMCD1	DLAT	LOC696885	XPO4	LYPD4	LOC718355	SPC25	LOC694075	LOC715318	LOC697857	LOC707094	LIN7A	UNC119B	CNPPD1	FAM49B	FASTK	DSG3	SMPD2	RBM47	KBTBD3	NUDT5	NPPC	GTF3A	TICAM1	LRRC36	BGN	ETAA1	MORN4	MYH8	CA8	DNAJB6	LOC697592	ZBTB46	CPEB1	THOC3
HP1BP3	LOC716082	SCAMP2	CRYGA	CUTA	STON1.GTF2A1L	HSD17B4	DYRK1A	LOC708974	LOC696417	FH	LOC712753	SPR	FAM105A	FREM3	MYH3	PHKA1	ACVR1	LDHA	CDK9	TUBGCP2	ALOX5	NELL1	ALKBH1	BCAS4	ACCN3	ADD1	BIRC6	LOC715700	ZNF514	LOC717955	LGR5	KDSR	YIPF4	ADNP2	NUP153	CCNI	DOCK6	AXL	PLD1
RANBP6	SLC25A28	LOC698663	LOC710999	CDR2L	YWHAZ	CDC23	LOC100424272	DMTF1	BRP44L	SLC30A9	LOC713445	LELP1	LOC710742	UBE2I	LOC701810	HSD17B8	FKBP15	SRRT	LOC716304	HAGH	RCC1	PHF23	ARHGAP23	HSF1	SLC39A9	FAM108A1	NTSR2	LOC711692	TBL2	ANKRD18A	ZNF211	MORF4L1	RRAGA	PCTP	STK33	PXN	PSMF1	USP46	CMTM3
LOC712642	PLEKHM2	P2RY10	ABCA9	TEX10	LOC713269	ZNF142	BAIAP3	LOC722383	FGD5	TUFM	MYF5	ORAI1	MAST1	OVGP1	GATA2	PSMA4	SEMA6D	LOC717612	C19H19orf25	QARS	CLCN2	LOC722771	TAF1A	RHBDD3	LOC100429735	DTNA	FAM133B	CD59	LOC698787	LOC716146	C7H15orf52	CIZ1	P4HTM	WBP5	TACC2	LOC100430378	SPATA5L1	SAMD3	ZNF181
TBR1	RBKS	NEIL2	RHOJ	LDB3	SEPT8	LOC709902	OTOR	SPRY2	PNKP	ARFGAP2	STRC	LOC718556	MAGI1	TRAPPC6B	PDE4DIP	LOC708654	C20orf29	LOC710188	LOC714238	EXOC3L4	MYCBP2	ZNF34	LOC719693	PCBD1	SLC26A7	USO1	TEF	ATP1A1	LOC707753	ASB6	LOC694136	LOC100423656	TFG	LOC706480	B4GALT7	HK1	LGR5	COL24A1	LOC719101
NAIF1	LOC718556	LZTR1	PPIL4	SOX10	TTC39C	BAIAP3	RSPH3	LOC100427283	KLF3	TNPO3	MYL2	RAGE	BOLA1	LOC714417	ISCU	EPB41L2	CST6	FAM160A2	RIMBP2	MASTL	TM7SF3	TCF19	LOC714271	PMFBP1	LOC720613	C9H10orf11	PCDHB15	DGKZ	RPF1	DDX1	EPS15L1	LOC100429683	PPP2R3C	SERPINA3	USP19	HDC	PSMD12	B4GALT2	CCT2
CACNA2D4	SH3BGRL	ZXDA	SIT1	YTHDF1	SIAH2	MAN1B1	ZNF512B	LOC707845	ZDHHC5	DNAH6	LOC722327	TFR2	LOC721483	POLR2C	HIPK1	LOC716304	LOC694854	UBB	GAP43	KDM1B	FAM169A	NAGLU	LOC100426484	NKAP	LOC703104	SESTD1	NPR3	CTBS	PES1	HLCS	LDHD	DDIT4L	LOC705446	UPB1	MAX	APEX2	SNX31	HEPH	LOC698659
NGFRAP1	LYZL4	SSU72	LOC100423756	LOC100428458	LOC100424692	ZNF322A	NADSYN1	CSE1L	POP1	CLRN1	LOC712272	ARRB1	IFT80	PRPF38B	OCLN	LOC716331	GSTT2	FGF2	LMBR1L	LOC717459	KCNJ8	LOC703879	COL6A3	LOC100427625	LOC715151	RASSF5	EML5	C7H15orf27	LOC717469	LTB	TTC32	RUFY3	RNF38	CITED2	ALPL	PRKCSH	DYM	LOC716385	LOC100423211
GNA11	HECTD3	DDX60	RBPMS	KLC3	SFSWAP	ANP32A	ADAMTS19	FRAT1	ITPRIPL1	NINJ2	ELMSAN1	TCTA	DDHD1	MOGAT1	EIF2C3	ANP32B	PI4KA	LIAS	IL5	SIL1	LOC708447	AZGP1	MNAT1	RAD54L2	LRRC16B	ATP8B4	PPM1D	STX7	JAK2	KCNIP2	DPM2	TCP11L1	NXT2	EBLN2	MGAT5B	ZBTB45	LOC713572	RACGAP1	POPDC2
ADCY2	LOC721694	TMUB1	LOC709566	SRGN	LOC100429613	CCDC108	HSPD1	STRN3	LOC100430932	FDXR	MAMU.DMB	SOCS3	RPUSD2	SF3B5	MRPL46	SDHAF1	HEATR7B1	ATP13A1	EXOC8	LOC100425987	LOC712948	SNAP47	SEC14L1	SND1	CDC37	KIAA0141	LOC712844	LOC718031	LOC719357	ZBTB11	LOC715265	CAMSAP1	RNF19B	LOC712938	EPM2AIP1	SEMA3D	PCTP	ALS2CR4	CTPS2
HTATSF1	LOC708030	PEF1	ZNF347	ATP1B3	STRN3	BRMS1L	NKRF	CHST9	FTSJ3	CBL	LOC100431069	ARHGAP17	UGGT2	PRSS16	LOC708293	LGALS1	LOC695038	PRPF8	LOC717153	LOC100430015	TLR5	TNPO1	IL20RA	ZSWIM6	C19orf22	SEH1L	LOC703159	LOC713753	LOC711894	LOC717585	LAMA4	C9orf25	FIP1L1	MDM2	LRRC6	PTDSS2	WDR33	LOC709607	CD300E
LOC706835	TBC1D23	LOC703549	FOXO4	SIPA1L2	MC4R	LOC100427629	LOC709661	BTF3	REV3L	LOC696742	TIMP1	ADCY8	C4H6orf47	ELF1	PROCA1	CITED2	RAB3A	ZC3H13	LOC712789	LOC100425369	LOC713715	TMEM59	EGR1	NUBP1	ZNF652	COG2	PLAC9	LOC695887	EIF2AK2	SORCS3	TRIM6	NDUFC1	HECA	KNTC1	FADS3	TM4SF1	MFRP	HYAL2	LOC703598
YTHDF1	ARMC9	GLYR1	LOC713616	LOC100426346	FAM134A	FRAT2	DTWD1	GDAP1	LIG4	MDH1B	MCOLN2	HIST1H1D	KCNA4	BCAP31	TMEM151A	LOC100430928	LGALS8	ASL	SKIV2L	NTF3	LOC698907	SYNM	GPRASP2	ARHGEF11	POLD1	C16H17orf62	NINJ2	LOC715781	CRADD	KRT12	EGFL6	FBXO10	LOC706857	LGALSL	LOC700574	C14H11orf49	URI1	PGRMC2	TNFRSF25
LOC697476	TM9SF1	DPP8	DHRS4	ZNF334	PCYT1B	PIK3C3	SOAT1	TMEM30A	LOC717032	LOC717171	CDO1	SMTNL1	DCP1B	TP53BP2	LOC722623	ANKRD32	TESC	LOC693947	LOC709315	NT5M	LOC696126	IPO4	HOXD1	C9H10orf35	LOC722080	PDZD4	GREB1	LOC704750	QARS	KIAA1826	RBCK1	UACA	STX10	SLC24A4	STYK1	CCDC22	KLF1	SPSB1	LOC100429418
IGF2R	LPAR6	FBLN5	PCK2	RNF26	DOCK4	NKD2	KATNB1	ANXA11	UPRT	LOC100430783	PRDM15	LOC721744	ZNF436	TAF1A	LOC715765	SLC9A10	SLC15A3	LPHN3	PCCB	TXNDC11	LOC716330	LOC712757	RFTN1	LOC100425067	LOC707984	MTHFS	TRPS1	C4BPB	TOMM70A	YPEL5	LOC716173	PAQR6	CNDP2	LOC100430531	WFDC10A	MYO3B	LOC705877	GGT1	FBXO38
LOC701512	RNF152	PANK4	CNGA3	PLEKHA2	LOC695843	CDC123	LOC707687	LOC703830	ZNF43	VSTM2L	RPAP3	DLX6	LOC693884	NUMA1	TIMM10	RABL5	NOB1	LOC700766	UBAP1	EXOC5	TRMT112	RTKN	WDHD1	GIPC1	CCNC	LOC717624	PDE9A2	LOC716501	STAT3	LOC703990	HSPB11	ABCF2	SEC22A	SLC12A3	UHRF1BP1	CTSD	USP28	LOC694102	LRRK1
FIBP	LOC100428458	NOX3	LOC708778	LOC100428076	JAKMIP1	MRPS22	LOC722397	LOC717665	LOC713180	ILDR2	SLC12A1	TM2D3	PLEKHM1	TMEM198	G0S2	LOC708974	MLX	PHC1	LAMA3	LOC708974	LELP1	FZD7	KIF3B	C14H11orf58	NCBP2	HARS	ARNTL	C1H1orf52	LOC714932	F11	ACTG2	TXNDC12	CLUL1	LOC100427397	PITPNA	AP4B1	SASH3	LOC100424182	FKBP1B
LOC700283	LOC693629	EMILIN3	IL20RA	GPCPD1	LOC714721	CDK2AP2	LOC706585	GRM5	LOC100427765	THNSL1	TSPAN15	LOC717624	SEMA5A	XPO4	SUDS3	CYTH1	RINT1	TTR	CLIP4	CNTN3	FGD5	HSPA12B	LOC704382	MYH9	IGSF6	ZNF74	LOC100430974	ARHGEF10L	RPS28	ELMOD3	MNAT1	AKAP9	IGF1R	FAM126A	LOC721516	SULF1	CALR	EQTN	BRMS1L
RBM5	LOC709445	LOC695826	ZP2	LOC719149	ABHD6	ZHX3	PNKP	FBXL4	ACACB	SLC2A5	IFNAR1	LOC722327	SH3BGRL	C5H4orf33	TRIM46	LOC717998	FASTK	RABL5	AP2A2	GHITM	LOC100423806	LOC714842	ZFYVE26	EDN3	HSPA12B	TXNDC5	NCOA4	FGD3	ANKMY1	PITPNM1	LOC100430928	GORASP1	SETD8	C13H2orf43	UBA7	LOC100425824	PPEF1	SGSH	CHTOP
SLC25A11	PRKX	AKAP13	LOC100425684	LOC697570	FGF11	NKAP	LOC713804	CHRDL1	DZANK1	ARHGDIG	LOC695722	BAMBI	DHX16	RSC1A1	ASB2	COL2A1	DDX46	MAP7D1	FMO4	C11H12orf29	ZMYND10	CYP3A43	SNIP1	LOC712753	TGFA	TSEN2	LOC714277	TIMP4	IQCH	RNF169	SRL	TSNARE1	CASKIN1	WFDC10A	SEPT5	XPO4	LOC100424666	SLC7A1	F2RL1
PTGER4	GRASP	USP45	HLX	FAT2	APMAP	IRF3	RABL5	ASB6	UBTF	LOC705537	DONSON	UBL4A	LOC706393	NTN4	HBA2	MXRA8	PTPN5	UBE3B	CAPN2	EDARADD	LOC721685	LOC695495	FUT4	LOC700574	MOCS2	ACBD3	ZNF165	C7H15orf62	LOC709490	DPH5	LOC100424672	NLRX1	XIRP1	KLHL1	MYO1F	GBE1	COCH	CCNL2	FAM46C
ARF4	LGR5	UCN	UBTD2	COLEC12	RTKN	LOC698029	ZSCAN4	FBXO28	CDK3	LOC695440	SLC16A7	BAD	CADM3	TRAF3IP3	CC2D1B	CTU1	LOC717212	ZNF193	S1PR5	GBP2	LOC100423421	GPR173	MYO18A	LOC716387	KANK4	GRPEL2	LOC719242	FAN1	LOC710441	C13H2orf68	ATP6V1C1	RALYL	TMLHE	MRPL51	ALOX15	LOC710179	LOC100429212	SLCO1C1	POGZ
PSIP1	B3GNT5	NT5M	PPAT	CRIP3	PACS1	SIDT2	LOC100430326	LOC697097	WBP11	TMEM150A	TPRG1L	HNRPDL	STX16	SKIL	HNRPDL	C9orf125	LOC706589	AGPS	PKN3	PGRMC1	LOC711524	SGOL2	MATR3	CRTAP	YTHDC1	KRI1	LOC714723	LOC719540	LOC721674	LUC7L2	STX16	HRASLS	ST13	CDH26	CRIP3	IMPA2	TMEM9	SRRM5	GLYATL1
LOC697197	MFSD1	FCHSD2	ADNP	PRMT7	LOC697534	DUS4L	SLC44A2	EML5	NVL	CNGA3	BACE1	LTB	LOC704161	MICAL1	SPTB	ZNF385A	CD83	SLC25A37	GAPDH	ZFAND1	C4H6orf57	LOC712795	LOC719305	LOC715716	TMEM39A	THSD7A	LOC100429140	AGPAT5	LOC716095	SATB2	CDC42BPA	LOC704147	EHMT2	SARS	GSX2	CLCA2	CSTF2T	EFCAB5	ENTPD7
IP6K1	SIAH1	TXNDC11	BET1	COPS7B	KLHL4	SPO11	C13orf15	VAMP3	SLC45A1	ACAN	TMOD1	LETM2	GSG1L	FBXL3	LOC698345	LOC713159	LOC712341	CAND2	CTSC	CALU	CD1D	PI4K2A	HARBI1	LOC708654	LOC718901	EIF2C3	CWC25	UBXN11	LOC709587	FH	DNMT3A	SESN1	LOC100425169	PNLIP	NRBP1	CHN2	ATXN2L	ACVR1	PARP8
RSL1D1	LOC100423985	TMEM40	LOC100425803	RAD21	TNK2	IKZF1	CAND2	NARS	MMP28	LOC700150	ATF7IP2	LOC722014	LOC709053	LOC716854	NAA15	FBXL20	LOC698899	TTC4	PRRC2A	ZBTB6	CLIC6	POM121	BAG2	PHIP	PMPCA	DUS4L	MBNL3	CARD10	MGAM	LOC716524	XRCC6	KIF13B	SSUH2	MRAP2	LRFN3	CHIT1	CNOT10	ZACN	SLC7A8
PABPC1	ZNF595	SGSH	CHPF	LOC722929	STK25	ZNF829	DAPP1	SPON2	ZNF12	NOP2	SLC27A2	ZBTB48	EIF4H	CHCHD5	SGSM2	LTA4H	LOC100426240	CHCHD4	AGER	LOC698272	LOC698354	XRCC5	TRAF3IP2	LOC710953	LOC100423442	PECR	ENPEP	BAG1	SVOPL	TFB2M	CSTF3	LOC719830	MYNN	BLVRA	KIF18B	GOT2	LOC696076	LOC700069	ZBTB7B
LOC720327	LOC707842	FAM116B	TBCEL	ZNF703	CSNK2A1	TRMT5	TAF8	BTBD10	F12	LOC100425608	LOC701067	LOC700208	ETS2	CD40	GNA14	TRIM39	LOC703544	SCG3	CSTF2T	ZNF500	PTGS2	NDRG1	LOC718265	LOC705456	DERA	TMEM101	SDHB	COL8A2	TTC15	FOS	SF3B3	PREB	DNM1L	EXOC2	RAPGEFL1	LOC715338	ANKRD2	LOC100427799	LOC699775
MMADHC	KLHDC8B	LOC719774	PLEK	M6PR	CC2D1A	DACT2	BCL10	RNF146	ZKSCAN5	FAM78B	ACTR3	IQGAP2	NRDE2	RBM33	BMP3	C11orf59	CCND1	PCDHB14	LOC716305	LOC715310	GRASP	TEX15	LOC717376	LOC711043	CCNT2	CLEC16A	MGST3	CBR1	WDR75	MRS2	HIBADH	LOC100424654	LOC713854	INPP4B	LOC720058	XPO6	TLE1	ZNF570	MOCOS
BIRC2	HAPLN3	RPS6KA6	HOMER1	PIGO	APOO	TRIM13	ACSL3	SEPHS2	FAM53B	PIGC	COMMD3	KCNA1	PVR	AMFR	LAMTOR2	RPTOR	SDF4	LOC715816	LOC704516	USO1	LOC717399	LOC710897	DGCR6	DDX19B	LOC695027	SLITRK3	PNRC1	HERC1	CNDP1	MYO16	HBG2	ABAT	EMILIN3	PRKCI	IL22	PROSER2	ASPA	THOC4	LOC100425664
LOC718825	MAEA	SIM2	OPALIN	PTPRK	MCRS1	LOC711490	SIM2	PAPPA2	F11	WFIKKN2	PLEKHM3	LOC720833	LOC699649	CAPN1	PKIG	BEND5	WDR48	AAMP	FZD1	BFSP1	RFC4	PAQR9	LOC716822	CXHXorf36	GTF3C4	PEX1	RAB2A	ZBTB25	SLC38A10	NEK1	SPOCK1	MYOZ3	LOC709710	ADPRH	SMARCE1	LOC695301	LOC719049	LYPLA2	MADD
ATG4D	SLC35A1	SERINC1	KATNAL2	HYDIN	SESN2	SERPINB7	LOC708778	CES2	KYNU	DCAKD	LOC723071	ARHGEF40	LOC716917	CTSH	DIS3L	RDX	MVD	LOC718729	C8H8orf46	LOC711631	MFI2	ZDHHC6	C13H2orf18	IDH3B	LOC712690	LOC100429736	MYO9B	RFESD	ROPN1B	FCGRT	ATP5H	CNTNAP4	CETN2	DENND2D	WFIKKN2	SUPT6H	SOX3	EIF3M	CHST1
LOC710209	LOC711772	HIST1H2BJ	XPOT	LOC100430928	ZMYM4	LOC715269	LOC697898	ESCO1	LOC100424302	FAM163A	EFHC1	C19orf61	HS3ST4	SOST	LOC715977	STARD6	LPCAT3	LOC700879	ZNF333	SLC8A3	MEF2A	DDX47	ALDH3A2	MRC1L1	LOC710296	BLVRA	CKB	PPP2CB	DCUN1D1	LOC710662	INTS5	LOC100424015	SLC25A32	NDUFAF6	UQCRQ	QRSL1	LOC100423251	ATF3	B3GAT1
LOC100427535	SLC16A9	LOC706967	LOC718666	MYSM1	KCNQ5	LOC715112	PPP3CB	REEP4	ZNF213	AGT	LOC717528	APC	SIRT5	KIR3DL2	ZNF518B	SNRNP27	LOC100427126	LOC100424356	LOC706446	NEK2	MAB21L2	LOC705921	DDX42	APP	ENPP2	LOC708086	MDH1	TEX2	KIAA1826	DFFA	ZMYND19	FAM193B	CXHXorf38	ST6GAL1	STK40	HDGFL1	TUBA1B	AIM2	KCNJ1
KIAA1310	BAP1	LOC710554	C4H6orf108	ALDH1B1	PTPN20A	LOC702032	LOC717346	RBM38	SCRT2	COMMD9	MINPP1	SH2B3	LOC716822	LOC715338	PNRC1	NCOA2	PLEKHG5	TEX261	ATF6B	TRPC5	TGFA	SERPING1	CLSPN	CPB2	EMP1	NPAS2	MINK1	TEK	MAN1A1	LOC694513	OSGEP	METTL15	LOC100424463	LOC717076	BLOC1S3	KCNA2	RPS3	PPIL6	RNF103
LOC100426828	C10H20orf132	LOC719729	CHAC1	IPO9	LOC710953	LOC713868	MXD1	LOC698291	LOC702847	LOC712757	BAMBI	PRRG4	RIPK4	LOC720010	LOC701039	C18H18orf22	GNA14	RHOT2	LRGUK	BCL7A	PRICKLE2	SMUG1	SP7	FMO5	MRC1L1	JHDM1D	NFRKB	LOC100426567	BPHL	HTR2A	GGT1	USP28	RRAGC	LYRM9	TTLL11	SDS	LOC716587	MYCBPAP	ZNF189
